location,GADM_boxes,date,time,caption
Athens,"[89/2/6]",20150416,101218+0000,"Miners shout slogans during a rally outside Development Ministry in Athens, on Thursday, April 16, 2015. About 4,000 workers at a northern Greek gold mine and their supporters staged a protest in Athens as they fear job losses because the governing Syriza party has fought the privately-owned mine on environmental and financial grounds. The issue is the most significant labor challenge the new radical left-led government has faced since its election in January. (AP Photo/Yorgos Karahalis)"
Mexico City,"[145/9]",20150326,173652+0000,"A masked man defaces the windows of a convenience store, in a protest to mark the six-month anniversary of the disappearance of 43 rural teachers college students, in Mexico City, Thursday, March 26, 2015. Angry citizens and relatives of the missing students took to the streets of the capital Thursday to call on authorities to continue the search for their loved ones, who vanished after police detained them illegally on Sept. 26, 2014. (AP Photo/Rebecca Blackwell)"
New York,"[240/33/1874,240/33/1872,240/33/1854,240/33/1833,240/33/1862]",20140922,132513+0000,"Vernon Lawrence, of Cincinnati, rests during a march towards Wall Street from Battery Park to protest for action on climate change and corporate greed, Monday, Sept. 22, 2014, in New York,  a day after a huge climate march in the city. (AP Photo/John Minchillo)"
Philadelphia,"[240/39/2299]",20140904,112942+0000,"Protestors demonstrate to push fast-food chains to pay their employees at least $15 an hour, outside during a march to a McDonald's restaurant Thursday, Sept. 4, 2014, in Philadelphia. The protest movement, which is backed financially by the Service Employees International Union and others, has gained national attention at a time when the wage gap between the poor and the rich has become a hot political issue. (AP Photo/Matt Rourke)"
Washington,"[240/9/317]",20140501,170852+0000,"Lucia Jimenez, 4, of Fredericksburg, Va., whose parents are Spanish and Bolivian, attends a rally near the White House in Washington, Thursday, May 1, 2014. The march and rally were in protest of ongoing deportations and lack of progress on comprehensive immigration reform in Congress. (AP Photo/Jacquelyn Martin)"
Ankara,"[232/7]",20150216,130206+0000,"Professor Metin Feyzioglu, Chairman of Turkey's Bar Associations, left, and Professor Umit Kocasakal, head of Istanbul Bar, right, and thousands of lawyers march with a poster of Ozgecan Aslan, 20, a student, in poster, whose body was found Friday in Mersin in southern Turkey, as they march to the parliament in Ankara, Turkey, Monday, Feb. 16, 2015. Aslan allegedly fought a sexual assault before being killed by the driver of a bus she'd taken to go home.(AP Photo/Burhan Ozbilici)"
Hong Kong,"[102]",20141104,144946+0000,"Local residents walk by a banner set up by pro-democracy protesters at a main road in the occupied area of the Mong Kok district in  Hong Kong Tuesday, Nov. 4, 2014. Hong Kong student protest leaders are considering visiting Beijing while it hosts a major Asian summit this week to press their demands for greater democratic reforms. The banner on the pole reads: \"I want genuine universal suffrage.\" (AP Photo/Vincent Yu)"
Istanbul,"[232/40]",20150221,162239+0000,"Some men wear skirts to show solidarity with women who have been protesting against violence against women since the recent murder of Ozgecan Aslan, a 20-year-old woman. march in Istanbul, Turkey, Saturday, Feb. 21, 2015. The brutal murder of Aslan, in an attempted rape has created an uproar in the country.(AP Photo/Emrah Gurel)"
Caracas,"[246/15/154,246/15/158,246/15/160,246/15/170]",20150212,121738+0000,"An anti-government demonstrator stands on the street holding a white flag during a protest in Caracas, Venezuela, Thursday, Feb. 12, 2015. Friends and foes of Venezuela's socialist government braved pouring rain to stage dueling marches on the anniversary of the protest movement that wracked the country last year. (AP Photo/Ariana Cubillos)"
Arvada,"[240/6/272]",20140923,085519+0000,"Students protesting outside of Ralston Valley High School, get high-fives from a passing jogger, Tuesday, Sept. 23, 2014, in Arvada, Colo. The students are protesting a proposal by the Jefferson County School Board to emphasize patriotism and downplay civil unrest in the teaching of U.S. history. (AP Photo/Brennan Linsley)"
Hong Kong,"[102]",20141009,075250+0000,"British flags are seen on a main road in the occupied areas outside government headquarters in Hong Kong's Admiralty, Thursday, Oct. 9, 2014. Crowds of protesters who filled Hong Kong's streets with demands for more democracy thinned dramatically Tuesday after student leaders and the government agreed to hold talks in the increasingly frustrated city. The government and students leaders announced they will begin talks on political reform on Friday. (AP Photo/Kin Cheung)"
New Delhi,"[105/10/121]",20141205,115232+0000,"A leader addresses a trade union workers' rally against the alleged anti-worker and pro-corporate policies of the government near the Indian parliament in New Delhi, India, Friday, Dec. 5, 2014. The protest is a part of the All India Protest Day against the amendments in labor laws, organized by Central Trade Unions, independent employees federations and associations of Banks, Insurance, Defense, Telecommunications and other sectors. (AP Photo/Altaf Qadri)"
Chicago,"[240/14/608]",20141124,193341+0000,"Monet Felton, left, and Jo Schaffer gather outside the Chicago Police headquarters for a protest before the announcement of the grand jury decision not to indict police officer Darren Wilson in the fatal shooting of Michael Brown Monday, Nov. 24, 2014, in Chicago. (AP Photo/Charles Rex Arbogast)"
Washington,"[240/9/317]",20140411,163029+0000,"Ukrainian-American demonstrators protest outside of the Russian TV network,  for misleading the conflict between Ukraine and Russia,  in Washington, on Friday, April 11, 2014. ( AP Photo/Jose Luis Magana)"
Hong Kong,"[102]",20141003,144723+0000,"A student activist with the word \"Democracy\" painted on her leg stands on the street occupied by pro-democracy protesters in Hong Kong Saturday, Oct. 4, 2014. Early Saturday, the Hong Kong Federation of Students, one of the groups leading the demonstrations that drew tens of thousands of people earlier this week, said they saw no choice but to cancel the dialogue they had agreed to after Hong Kong's Chief Executive Leung Chun-ying's proposed talks. They demanded the government hold someone responsible for the scuffles Friday, the worst disturbances since police used tear gas and pepper spray to try to disperse the protesters the weekend before. (AP Photo/Wong Maye-E)"
Los Angeles,"[240/5/202]",20140819,193152+0000,"People gather inside Paradise Baptist Church during a community forum Tuesday, Aug. 19, 2014, in Los Angeles, to discuss the police shooting of 25-year-old Ezell Ford. The shooting has sparked a few peaceful protests, including one on Sunday involving several hundred activists and black community members.  (AP Photo/Ringo H.W. Chiu)"
Brussels,"[22/2/2]",20141106,133827+0000,"Workers protest during a national trade union demonstration in Brussels, Thursday Nov. 6, 2014. Tens of thousands of demonstrators are converging on the Belgian capital to protest government policies that will extend the pension age, contain wages and cut into public services.(AP Photo/Geert Vanden Wijngaert)"
Hong Kong,"[102]",20141125,115258+0000,"Workers clear away a tent and other barricades at an occupied area in Mong Kok district of Hong Kong Tuesday, Nov. 25, 2014. Hong Kong authorities on Tuesday began clearing away some barricades from part of the pro-democracy protest site, scene of previous violent confrontations with police and angry mobs. (AP Photo/Kin Cheung)"
Bucharest,"[185/10/0]",20150125,144400+0000,"A woman holds a banner displaying a play on words that translates to \"I am in deep debt\" as a man covers his face during a protest outside the parliament building in Bucharest, Romania, Sunday, Jan. 25, 2015. Hundreds of people have protested in Romania against high repayments for Swiss franc loans, blaming the banks for offering deceptively cheap loans and calling on the government to regulate hard currency loans. (AP Photo/Vadim Ghirda)"
Hong Kong,"[102]",20141003,070343+0000,"A student protester is injured after being pulled off and hit by residents and pro-Beijing supporters while local police are escorting him out of the protest area in Kowloon's crowded Mong Kok district, Friday, Oct. 3, 2014 in Hong Kong. Clashes broke out Friday as Hong Kong residents and pro-Beijing supporters tried to force pro-democracy activists from the streets they were occupying, reviving the possibility that the weeklong standoff could turn violent despite and attempt by the city's leader to defuse the situation. (AP Photo/Wong Maye-E)"
Pristina,"[120/5/22]",20150124,173011+0000,"Protesters throw stones at the government building in Kosovo capital Pristina during a protest on Saturday, Jan. 24, 2015. Kosovo police in riot gear used tear gas to disperse a stone throwing crowd during a demonstration by several thousand people demanding that the government dismiss one of its three Serb ministers, accusing him of insulting the ethnic Albanian majority. (AP Photo/Visar Kryeziu)"
Denver,"[240/6/258]",20150218,105210+0000,"Well-wishers place bouquets of flowers in front of the memorial for fallen police officers outside the headquarters of the Denver Police Department, Wednesday, Feb. 18, 2015, in Denver. Flowers, candles and flags have been placed at the base of the memorial which was defaced with red paint by demonstrators on Saturday. (AP Photo/David Zalubowski)"
